"","year","iso3","idps","idps_change","pop","q1_temp","q2_temp","q3_temp","q4_temp","max_rain","avg_rain","deaths_war","deaths_civ","deaths_tot","food_yield","gdp","cpi","polity2","durable","percapinc"
"18",1962,"UGA",0,0,7240174,22.5514666666667,22.0836666666667,21.5255666666667,22.1601,170.996,110.0759,0,0,0,903.7,449012578.616352,NA,7,0,62.0168215040622
"19",1963,"AGO",0,0,5980417,22.3591,20.1804666666667,19.9681,22.4800333333333,210.607,89.72719,0,0,0,798.4,NA,NA,NA,NA,NA
"20",1963,"BDI",0,0,2949926,19.8702666666667,19.4609333333333,20.0448333333333,20.0815666666667,241.984,126.901824166667,0,0,0,919.6,232749998,NA,-3,0,78.9002836003344
"21",1963,"COD",0,0,16461930,NA,NA,NA,NA,NA,NA,0,0,0,692,6213185742.57426,NA,-88,0,377.427539940594
"22",1963,"GHA",0,0,7303432,28.4055333333333,27.7638333333333,26.2154,26.7484333333333,265.921,134.23375,0,0,0,788.2,1540797516.79469,NA,-9,3,210.96896867044
"23",1963,"GNB",0,0,636586,27.0193,29.264,26.6159666666667,25.3899333333333,586.272,140.042395833333,0,0,0,792.1,NA,NA,NA,NA,NA
"24",1963,"RWA",0,0,3102972,19.0470666666667,18.7330333333333,19.0677333333333,18.9498,236.807,125.637808333333,0,0,0,1437.5,1.28e+08,NA,-5,2,41.2507750633908
"25",1963,"SDN",0,0,8248812,23.3718,30.0963,29.2433666666667,24.5647333333333,77.0001,22.3233541666667,0,0,0,NA,1568333333.33333,4.688232536,-7,5,190.128388588966
"26",1963,"SEN",0,0,3481745,27.3608333333333,30.7655,28.2685666666667,25.9759,236.308,68.2774666666667,0,0,0,573.3,1122139637.25693,NA,-7,0,322.292309533562
"27",1963,"TGO",0,0,1631764,28.2454666666667,27.4652333333333,25.6813333333333,26.5414333333333,294.388,133.948661666667,0,0,0,513.3,143255784.510751,NA,-6,3,87.7919751328936
"28",1963,"TZA",0,0,11005905,22.6786666666667,21.007,20.9149666666667,23.1695666666667,216.939,104.571195,0,0,0,958.6,NA,NA,-6,2,NA
"29",1963,"UGA",0,0,7487429,23.1359,21.9836333333333,21.4929666666667,22.2750333333333,208.525,113.390066666667,0,0,0,926.6,516147798.742138,NA,7,1,68.9352511712816
"30",1964,"AGO",0,0,6093321,22.9927666666667,20.1118666666667,19.1608666666667,22.2083,205.184,75.1958283333333,0,0,0,875.8,NA,NA,NA,NA,NA
"31",1964,"ALB",0,0,1814135,2.88992666666667,14.6250666666667,18.9836666666667,8.55749,158.156,86.75235,0,0,0,1023.3,NA,NA,-9,17,NA
"32",1964,"ARM",0,0,2144998,-6.59154333333333,11.64002,18.0053333333333,1.87396,93.6521,37.4757166666667,0,0,0,NA,NA,NA,NA,NA,NA
"33",1964,"BDI",0,0,3010859,20.2513666666667,19.6750666666667,19.5308,20.1376,262.652,101.456641666667,0,0,0,991.9,260750008,NA,-3,0,86.6031946364808
"34",1964,"CAF",0,0,1616516,26.3324,25.8969333333333,23.6196333333333,23.7532666666667,263.916,121.467441666667,0,0,0,661.6,142025069.461676,NA,-7,4,87.8587465027726
"35",1964,"CHN",0,0,698355000,-5.63100666666667,12.6446,17.2018,0.0157566666666668,111.456,50.5147575,0,0,0,1622.7,59708343488.5043,NA,-8,15,85.4985551596313
"36",1964,"COD",0,0,16903923,NA,NA,NA,NA,NA,NA,0,0,0,692.1,2881545272.72727,35.42106498,-88,0,170.466067121062
"37",1964,"EGY",0,0,30071102,14.613,25.0358333333333,27.6454666666667,19.0691333333333,6.94788,2.5293075,0,0,0,3330.1,NA,3.660982949,-7,12,NA
"38",1964,"GHA",0,0,7513289,28.4537,27.5264,25.0309333333333,26.4601333333333,226.632,97.8298083333333,0,0,0,777.6,1731296118.87113,NA,-9,4,230.431189173095
"39",1964,"GNB",0,0,643961,26.7160666666667,28.8616,25.7909,25.7830333333333,475.197,155.075621666667,0,0,0,620.8,NA,NA,NA,NA,NA
"40",1964,"HKG",0,0,3504600,NA,NA,NA,NA,NA,NA,0,0,0,1396.2,2206466461.26434,NA,NA,NA,629.591525784495
"41",1964,"IND",0,0,487484535,20.1319333333333,29.0048333333333,26.2147666666667,20.6987333333333,319.585,93.04037,0,0,0,993.6,55726873083.5543,13.35403727,9,14,114.315160959012
"42",1964,"KHM",0,0,6331583,26.5032666666667,28.2916333333333,27.2342666666667,25.0808333333333,340.762,154.525296666667,0,0,0,1183.7,782857128.571429,NA,-9,8,123.643191374326
"43",1964,"MAC",0,0,193563,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
"44",1964,"MOZ",0,0,8030025,25.9161333333333,21.5508333333333,20.3653666666667,25.3833,216.01,70.2103583333333,0,0,0,926.5,NA,NA,NA,NA,NA
"45",1964,"NPL",0,0,10728197,6.11345,15.9435333333333,17.5443333333333,8.96861,488.691,106.873384166667,0,0,0,1883.2,496098775.308642,NA,-9,4,46.2425117015135
"46",1964,"RUS",0,0,125345000,-23.7203333333333,1.09897333333333,10.69275,-15.9883666666667,60.8983,35.2585833333333,0,0,0,NA,NA,NA,-7,42,NA
"47",1964,"RWA",0,0,3161724,19.4156333333333,18.9201666666667,18.615,18.9205,224.918,100.410375,0,0,0,1361.9,129999994,NA,-5,3,41.1168065270719
"48",1964,"SDN",0,0,8503994,21.9193333333333,29.9655333333333,27.8838,23.4428,123.652,25.2910208333333,0,0,0,NA,1611333333.33333,3.950838434,-88,0,189.47959433336
"49",1964,"SEN",0,0,3580312,27.0234,30.5500333333333,27.5053666666667,26.4395333333333,294.155,74.4293041666667,0,0,0,588.3,1188930567.71363,NA,-7,1,332.074569957487
"50",1964,"TGO",0,0,1662073,28.4377,27.3388666666667,24.6249333333333,26.4667666666667,188.356,96.4106891666667,0,0,0,502.1,166104067.630043,NA,-6,4,99.9378893887591
"51",1964,"TZA",0,0,11339097,23.1539333333333,21.3082666666667,20.2796333333333,23.0967,221.831,83.8246841666667,0,0,0,804.4,NA,NA,-6,3,NA
"52",1964,"UGA",0,0,7746198,23.5576666666667,22.2454666666667,20.9308333333333,21.8837666666667,187.493,104.855133333333,0,0,0,884.4,589056603.773585,NA,7,2,76.0446097264213
"53",1964,"VNM",0,0,36780985,20.4990333333333,26.4553,26.7412666666667,21.9897333333333,305.964,156.817358333333,0,0,0,1909.8,NA,NA,-3,10,NA
"54",1965,"AGO",0,0,6203299,22.3111333333333,20.2911333333333,19.7221,22.6185333333333,170.407,77.4075891666667,0,0,0,932,NA,NA,NA,NA,NA
"55",1965,"ALB",0,0,1864791,2.75957666666667,13.6727966666667,19.5581,8.40753666666667,160.624,73.451405,0,0,0,1037.3,NA,NA,-9,18,NA
"56",1965,"BDI",0,0,3077876,19.8633333333333,19.5891333333333,20.0363666666667,20.2945,212.907,100.273210833333,0,0,0,983.6,158994962.962963,NA,-88,0,51.6573646771225
"57",1965,"CAF",0,0,1648833,25.7712333333333,25.9599,24.1893,24.5841,245.209,111.76602,0,0,0,790.2,150574816.300764,NA,-7,5,91.3220540229144
"58",1965,"CHN",0,0,715185000,-4.75036666666667,12.5184566666667,16.8739666666667,-0.16662,105.314,45.4276091666667,0,0,0,1746.5,70436266146.7219,NA,-8,16,98.4867777522206
"59",1965,"COD",0,0,17369883,NA,NA,NA,NA,NA,NA,0,0,0,646,4043901818.18182,-2.726980278,-9,0,232.811114397364
"60",1965,"COG",0,0,1184316,25.0142,24.9813666666667,23.5582333333333,24.6688,209.269,131.625433333333,0,0,0,1020.4,198318063.860841,NA,-7,2,167.453672719816
"61",1965,"GHA",0,0,7710549,28.1524,27.4987333333333,25.5461666666667,26.7641666666667,220.836,104.422580833333,0,0,0,809.2,2053462872.38275,26.44478485,-9,5,266.31863339209
"62",1965,"GNB",0,0,652562,25.6617333333333,28.7713333333333,26.1155333333333,25.6110333333333,649.057,163.021000833333,0,0,0,760,NA,NA,NA,NA,NA
"63",1965,"GRC",0,0,8550333,5.68104666666667,15.9273,21.9517666666667,10.97419,113.442,52.5462308333333,0,0,0,1652.6,7600579093.1158,3.220861496,4,16,888.921997905321
"64",1965,"HKG",0,0,3597900,NA,NA,NA,NA,NA,NA,0,0,0,2436.2,2435078534.03141,NA,NA,NA,676.805507110095
"65",1965,"HUN",0,0,10147935,0.354043333333333,13.5219066666667,17.7034333333333,4.43184333333333,127.079,66.2049375,0,0,0,2320.6,NA,NA,-7,7,NA
"66",1965,"IND",0,0,497702365,19.9564333333333,28.6662666666667,26.4651333333333,21.3114333333333,276.244,73.5897875,0,0,0,854.4,58760424669.8482,9.479452055,9,15,118.06338245921
"67",1965,"KHM",0,0,6467197,25.7192333333333,28.1092,27.0312666666667,26.5514666666667,327.056,142.832935,0,0,0,1063.9,868571428.571429,NA,-9,9,134.304155041424
"68",1965,"MAC",0,0,203231,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
"69",1965,"MOZ",0,0,8203076,25.1511333333333,21.0539,20.8836,25.2312333333333,229.127,83.0552041666667,0,0,0,935.7,NA,NA,NA,NA,NA
"70",1965,"NPL",0,0,10913724,5.21302333333333,15.9712333333333,17.3446,8.14755,395.254,103.475420833333,0,0,0,1867.3,735267082.294264,8.471869328,-9,5,67.3708701350945
"71",1965,"RWA",0,0,3232934,18.9918,18.8744666666667,19.1239666666667,19.1223333333333,184.078,97.2784533333333,0,0,0,1454.2,148799980,NA,-5,4,46.0262968560447
"72",1965,"SDN",0,0,8770097,22.752,29.5452,29.1326333333333,23.6909666666667,117.798,22.617365,0,0,0,NA,1679333333.33333,-2.446029391,7,0,191.484009051819
"73",1965,"SEN",0,0,3682876,25.6848,30.2996333333333,27.7230333333333,26.1552333333333,322.404,74.2696216666667,0,0,0,588.7,1210058396.0603,NA,-7,2,328.56343685215
"74",1965,"SRB",0,0,NA,0.226476666666667,13.5182866666667,18.8358333333333,5.92933333333333,90.1996,59.1970675,0,0,0,NA,NA,NA,NA,NA,NA
"75",1965,"TGO",0,0,1708630,28.1616333333333,27.3157,25.2961333333333,26.6079666666667,218.083,99.5195325,0,0,0,452.5,187300336.365369,NA,-6,5,109.620184806172
"76",1965,"TZA",0,0,11683528,22.6516666666667,21.0938666666667,20.8406666666667,23.2737,189.785,82.1595016666667,0,0,0,801.4,NA,NA,-6,4,NA
"77",1965,"UGA",0,0,8014401,22.9545,22.2623666666667,21.6737,22.2516333333333,179.145,91.62475,0,0,0,910.5,884873949.579832,NA,7,3,110.410491012345
"78",1965,"VNM",0,0,37860012,20.7220333333333,26.0635333333333,26.4072666666667,23.0286666666667,294.327,137.297440833333,0,0,0,1898.4,NA,NA,-8,11,NA
"79",1965,"ZMB",0,0,3563407,22.3892,18.8984,19.2917333333333,23.6748,228.685,74.30003,0,0,0,823.5,1082857142.85714,NA,2,1,303.882532322898
"80",1966,"AGO",0,0,6309770,22.5502666666667,20.6408,19.9844333333333,22.9809666666667,233.771,90.7924866666667,0,0,0,824.3,NA,NA,NA,NA,NA
"81",1966,"ALB",0,0,1914573,4.23140666666667,14.5864,20.0267333333333,8.76927333333333,205.154,95.4549333333333,0,0,0,1318.6,NA,NA,-9,19,NA
"82",1966,"BDI",0,0,3152723,20.4494333333333,19.9935,20.3719333333333,20.3219,222.621,103.971788333333,0,0,0,975.8,165444571.428571,4.436860068,-7,0,52.4767229561782
"83",1966,"BTN",0,0,262244,6.1636,15.0483666666667,17.0138666666667,9.15905,484.48,155.531936666667,0,0,0,1437.7,NA,NA,-10,59,NA
"84",1966,"CAF",0,0,1682885,26.2426333333333,25.7186,24.2002666666667,24.2080666666667,248.415,130.495603333333,0,0,0,806.6,157930041.875883,NA,-7,6,93.8448211707176
"85",1966,"CHN",0,0,735400000,-3.83873,12.2616833333333,17.2809333333333,-0.730366666666666,112.276,45.3346658333333,0,0,0,1879.1,76720285969.6157,NA,-9,17,104.324566181147
"86",1966,"COD",0,0,17861881,NA,NA,NA,NA,NA,NA,0,0,0,695.1,4532660181.81818,15.78010125,-9,0,253.761638083815
"87",1966,"COG",0,0,1217391,25.4312,25.2192,23.8371333333333,24.6641666666667,273.191,152.730958333333,0,0,0,1000,220613582.369866,NA,-7,3,181.218345108405
"88",1966,"CPV",0,0,239770,21.5058666666667,22.9247333333333,25.1751,23.7779,114.7,33.0488925,0,0,0,487.2,NA,NA,NA,NA,NA
"89",1966,"GHA",0,0,7890992,28.4054,27.8735,25.9582666666667,27.0281,182.727,100.821996666667,0,0,0,1088.7,2126300573.17668,13.23788546,-7,6,269.459223019955
"90",1966,"GNB",0,0,662463,26.2237666666667,28.8812666666667,26.4426333333333,25.8191,422.12,138.605029166667,0,0,0,778.9,NA,NA,NA,NA,NA
"91",1966,"HKG",0,0,3629900,NA,NA,NA,NA,NA,NA,0,0,0,1756.3,2489845016.64894,NA,NA,NA,685.926614135084
"92",1966,"HUN",0,0,10178653,2.08232,15.3406,17.9350666666667,6.67792,114.867,61.6147583333333,0,0,0,2401.7,NA,NA,-7,8,NA
"93",1966,"IND",0,0,508161935,20.6331,28.9690666666667,26.7535333333333,21.0875,239.374,80.2686558333333,0,0,0,864.2,45253641303.1897,10.81081081,9,16,89.0535834865114
"94",1966,"KHM",0,0,6584766,27.346,28.3327666666667,27.0481666666667,26.4296,339.475,171.354753333333,0,0,0,1106.1,914285714.285714,NA,-9,10,138.848626403082
"95",1966,"MAC",0,0,213196,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
"96",1966,"MOZ",0,0,8381455,25.6193666666667,22.0105,21.5649666666667,25.6869333333333,248.03,76.3153883333333,0,0,0,923.5,NA,NA,NA,NA,NA
"97",1966,"MWI",0,0,4158124,23.0587333333333,20.2524,20.1663333333333,24.3110333333333,252.803,80.0297841666667,0,0,0,905.2,260394792.104158,NA,-9,2,62.6231425768347
"98",1966,"NAM",0,0,700341,23.3032333333333,17.7061,16.2289,23.5925666666667,101.23,25.76208,0,0,0,366.8,NA,NA,NA,NA,NA
"99",1966,"NPL",0,0,11109884,6.43154333333333,16.3229333333333,17.6285,8.41245666666667,379.707,93.8398258333333,0,0,0,1742,906811943.824649,14.38897069,-9,6,81.6220892877594
"100",1966,"RUS",0,0,127468000,-26.0723333333333,1.56505666666667,10.7147766666667,-16.6259666666667,68.9108,40.72405,0,0,0,NA,NA,NA,-7,44,NA
"101",1966,"RWA",0,0,3319082,19.5667,19.1907,19.3220666666667,19.1426333333333,172.237,99.897175,0,0,0,1070,124525702.857143,NA,-5,5,37.5181158094747
"102",1966,"SDN",0,0,9047798,22.2007,30.1262333333333,29.6997,24.9019333333333,76.2334,20.4402933333333,0,0,0,NA,1.723e+09,1.712463199,7,1,190.433075539485
"103",1966,"SEN",0,0,3789211,26.5083,30.7414666666667,28.2555333333333,26.3924666666667,277.798,73.8105825,0,0,0,530.8,1246908373.74285,NA,-7,3,329.068076109472
"104",1966,"SRB",0,0,NA,1.99492333333333,14.9107666666667,18.9362,7.22005,98.3722,68.8392833333333,0,0,0,NA,NA,NA,NA,NA,NA
"105",1966,"TGO",0,0,1774029,28.3139333333333,27.7103666666667,25.571,26.7237333333333,206.217,99.60735,0,0,0,467.7,216136263.912497,NA,-6,6,121.833557350245
"106",1966,"TZA",0,0,12038903,23.2796333333333,21.6944333333333,21.5051666666667,23.3841,212.729,77.4490683333333,0,0,0,760.2,NA,9.777015439,-6,5,NA
"107",1966,"UGA",0,0,8292776,23.5413,22.3309,21.6756666666667,22.3144,195.453,99.8251833333333,0,0,0,908.9,925770308.123249,NA,-88,0,111.635754797097
"108",1966,"VNM",0,0,38959334,22.2157666666667,26.2145,26.3700333333333,23.1016666666667,267.933,158.440775,0,0,0,1762,NA,NA,-8,12,NA
"109",1966,"ZAF",0,0,20486439,22.2984,14.5452,13.2114,21.0912333333333,85.9328,32.0222975,0,0,0,1010.4,12354752904.9419,3.489249619,4,56,603.069811446582
"110",1966,"ZMB",0,0,3676189,22.8347666666667,19.6031666666667,19.9134,24.2582333333333,238.814,76.2637608333333,0,0,0,878,1264285714.28571,NA,2,2,343.912055197845
"111",1967,"AGO",0,0,6414995,22.3573666666667,20.4013333333333,19.366,22.5672,236.471,98.8198791666667,0,0,0,814.6,NA,NA,NA,NA,NA
"112",1967,"ALB",0,0,1965598,2.99926333333333,13.70657,20.1956,8.48739666666667,173.281,75.1978,0,0,0,1464.1,NA,NA,-9,20,NA
"113",1967,"BDI",0,0,3234023,20.4050333333333,19.7148,19.8215333333333,20.0754333333333,233.401,112.715549166667,0,0,0,997.3,178297142.857143,-1.089324619,-7,1,55.1316867125382
"114",1967,"CAF",0,0,1718603,25.2078,25.6069666666667,23.5351,24.038,250.123,109.2242025,0,0,0,728.5,163820538.867947,NA,-7,7,95.3219206925317
"115",1967,"CHN",0,0,754550000,-5.28320333333333,12.6896566666667,17.2364333333333,-1.42527333333333,100.678,47.0088716666667,0,0,0,1935.7,72881631326.6715,NA,-9,18,96.5895319417818
"116",1967,"COD",0,0,18378214,NA,NA,NA,NA,NA,NA,0,0,0,699.8,3384063371.75792,36.92652487,-9,1,184.134506854579
"117",1967,"COG",0,0,1251703,25.1532333333333,25.0051,23.1032666666667,24.6785,213.309,128.180116666667,0,0,0,1090.9,237397428.336411,NA,-7,4,189.659550497531
"118",1967,"CPV",0,0,248747,21.0298,21.9991666666667,24.6770666666667,22.4464,293.353,45.3670525,0,0,0,488.9,NA,NA,NA,NA,NA
"119",1967,"ETH",0,0,26281208,22.2489333333333,23.1197666666667,21.6785666666667,20.6099333333333,192.896,90.3001891666667,0,0,0,NA,NA,0.808678501,-9,21,NA
"120",1967,"GNB",0,0,673462,25.9037,28.3466666666667,25.7164333333333,25.2247666666667,488.123,149.5812725,0,0,0,844.3,NA,NA,NA,NA,NA
"121",1967,"GRC",0,0,8684088,5.53556333333333,16.0596333333333,22.5672666666667,11.0676,108.136,50.5364333333333,0,0,0,1950.1,9136711287.82434,1.841330313,-7,0,1052.12099276566
"122",1967,"HUN",0,0,10216604,1.29844666666667,14.5057366666667,19.8422333333333,5.54484333333333,73.4618,45.3530666666667,0,0,0,2491.5,NA,NA,-7,9,NA
"123",1967,"IND",0,0,518889779,19.8226,28.7444,26.3034666666667,20.9061666666667,288.632,87.5083825,0,0,0,993.7,49466168890.9507,13.0532972,9,17,95.330782938684
"124",1967,"KHM",0,0,6685321,25.6996666666667,28.3399333333333,27.1261,25.3028666666667,368.326,134.310061666667,0,0,0,1219.9,962857134.285714,NA,-9,11,144.02556500813
"125",1967,"MAC",0,0,223420,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
"126",1967,"MOZ",0,0,8565674,25.6572333333333,22.4792666666667,20.7294666666667,25.5940666666667,245.648,91.9715783333333,0,0,0,960.7,NA,NA,NA,NA,NA
"127",1967,"MWI",0,0,4262005,23.3313333333333,20.5771333333333,19.2251333333333,24.124,252.082,94.5612091666667,0,0,0,1381.3,269814968.240817,NA,-9,3,63.3070510806104
"128",1967,"NAM",0,0,718685,22.8848,16.6127,16.3252333333333,23.2165333333333,82.2415,31.8456725,0,0,0,353.4,NA,NA,NA,NA,NA
"129",1967,"NPL",0,0,11316826,5.68190666666667,15.6476333333333,17.5622,7.6776,320.088,98.4521316666667,0,0,0,1738.2,841974025.462659,-2.808331383,-9,7,74.4001918437784
"130",1967,"RWA",0,0,3418317,19.5105333333333,18.9344333333333,18.8319,18.8593666666667,196.339,103.036358333333,0,0,0,1067.1,159560018,1.4529273,-5,6,46.6779464865312
"131",1967,"SDN",0,0,9337657,21.5753,29.5402,28.4131,23.5201666666667,114.461,22.4225241666667,0,0,0,NA,1865666666.66667,11.01355589,7,2,199.800299654043
"132",1967,"SEN",0,0,3899237,25.9776333333333,30.0844333333333,27.4332333333333,25.6928666666667,271.298,73.3067541666667,0,0,0,636.3,1246480958.51385,NA,-7,4,319.673043345108
"133",1967,"SRB",0,0,NA,0.71969,14.0905333333333,19.9867666666667,6.17767,97.6535,59.6978416666667,0,0,0,NA,NA,NA,NA,NA,NA
"134",1967,"TZA",0,0,12406040,23.3896,21.5595666666667,20.8859,23.0990666666667,245.394,102.372958333333,0,0,0,702.5,NA,12.1875,-6,6,NA
"135",1967,"UGA",0,0,8580676,23.4291,22.1042,21.0799333333333,21.8475333333333,184.458,102.929233333333,0,0,0,913.1,967647058.823529,NA,-6,0,112.770492537363
"136",1967,"VNM",0,0,40074699,19.9206,26.3969666666667,26.5405333333333,21.7589,278.817,134.454716666667,0,0,0,1878.6,NA,NA,-8,13,NA
"137",1967,"ZAF",0,0,21045785,21.7269333333333,13.7257333333333,12.8235866666667,20.6960666666667,98.3395,45.8919066666667,0,0,0,1725.6,13777124457.5108,3.538965883,4,57,654.626304388779
"138",1967,"ZMB",0,0,3791887,22.8013333333333,19.8879333333333,18.9966333333333,23.7464,224.853,89.67965,0,0,0,869.6,1.368e+09,NA,2,3,360.770244471948
"139",1968,"AGO",0,0,6523791,22.2990666666667,19.9084333333333,20.0743,22.7273666666667,212.417,89.7582808333333,0,0,0,805.7,NA,NA,NA,NA,NA
"140",1968,"ALB",0,0,2022272,3.32700333333333,15.813,18.723,8.03838,203.321,88.4370933333333,0,0,0,1553.7,NA,NA,-9,21,NA
"141",1968,"ARM",0,0,2401140,-4.66546666666667,11.9553966666667,18.5700666666667,3.54808,107.084,43.5336583333333,0,0,0,NA,NA,NA,NA,NA,NA
"142",1968,"BDI",0,0,3316233,19.5581,19.1832666666667,19.7419,20.1805666666667,230.927,113.47319,0,0,0,1045.7,183200000,6.057268722,-7,2,55.243404187824
"143",1968,"BWA",0,0,652843,25.2489666666667,16.3933666666667,17.8480666666667,25.1345666666667,92.8701,34.289925,0,0,0,261.6,66248256.6248257,NA,6,2,101.476551980837
"144",1968,"CAF",0,0,1755344,25.5398,25.5781,23.9341666666667,24.5763666666667,238.896,117.0332275,0,0,0,814,191767436.956884,NA,-7,8,109.247781037155
"145",1968,"CHN",0,0,774510000,-5.38189333333333,12.4747133333333,16.9501666666667,0.339426666666666,105.583,46.1823675,0,0,0,1939.4,70846535055.6503,NA,-9,19,91.4727183066071
"146",1968,"COD",0,0,18913203,NA,NA,NA,NA,NA,NA,0,0,0,710.5,3909780538.92216,53.32167271,-9,2,206.722284899187
"147",1968,"COG",0,0,1287516,25.0330666666667,24.8865333333333,23.6428333333333,24.635,207.632,135.220475,0,0,0,1347.8,251247458.012139,NA,-7,5,195.141231652375
"148",1968,"CPV",0,0,257509,19.5803,21.2177666666667,25.0650666666667,24.0526333333333,84.1942,19.1896875,0,0,0,440,NA,NA,NA,NA,NA
"149",1968,"CYP",0,0,598493,10.7384133333333,22.0982666666667,26.4184666666667,17.2443666666667,177.175,51.9501008333333,0,0,0,824.8,NA,3.766666666,7,0,NA
"150",1968,"ETH",0,0,26946079,21.2891666666667,22.7592333333333,22.1321,21.498,137.031,74.36861,0,0,0,NA,NA,0.182612666,-9,22,NA
"151",1968,"GNB",0,0,685476,25.3711333333333,28.0552666666667,26.4698,26.4537333333333,338.544,102.828644166667,0,0,0,901.3,NA,NA,NA,NA,NA
"152",1968,"GNQ",0,0,301353,25.1491666666667,24.8227333333333,23.5482666666667,24.7747333333333,349.384,180.117358333333,0,0,0,NA,67514285.7142857,NA,2,0,224.037211224994
"153",1968,"GRC",0,0,8740765,6.13268,17.9892666666667,21.5465666666667,10.4780233333333,170.11,63.4716875,0,0,0,1521.6,9915140546.35072,0.139057819,-7,1,1134.35615147538
"154",1968,"HUN",0,0,10255815,1.67750333333333,16.0840333333333,18.0132666666667,4.92766666666667,88.0282,45.4436916666667,0,0,0,2576.3,NA,NA,-7,10,NA
"155",1968,"IND",0,0,529967317,19.2315,28.4734666666667,26.7005333333333,20.9180666666667,254.27,78.9594941666667,0,0,0,1036.6,52377324284.1951,2.996404315,9,18,98.8312346895065
"156",1968,"IRQ",0,0,9260682,10.9387233333333,25.6559,31.3455333333333,17.8940666666667,57.0067,20.5258375,0,0,0,1196.1,2896947633.71605,2.196475983,-7,44,312.822277421474
"157",1968,"KHM",0,0,6778723,26.0387333333333,27.9490333333333,27.3392,26.6131,395.782,134.3127375,0,0,0,1397.2,1065714248.57143,NA,-9,12,157.214603483787
"158",1968,"LBN",0,0,2210959,7.47463,19.1717333333333,23.3813,13.8921333333333,238.8,60.3228141666667,0,0,0,746.6,NA,NA,2,25,NA
"159",1968,"MAC",0,0,233004,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
"160",1968,"MOZ",0,0,8756481,25.5269333333333,21.3397666666667,21.3503666666667,25.3766333333333,197.327,77.6864858333333,0,0,0,948.7,NA,NA,NA,NA,NA
"161",1968,"MWI",0,0,4370650,22.9665333333333,19.7654666666667,19.7530333333333,23.9173666666667,254.066,90.8638025,0,0,0,995.3,245169806.792272,NA,-9,4,56.0945870276211
